ACTOR_ID,INCIDENT_ID,ACTOR_TYPE,ACTOR_PATTERN
853,853,External,Everything Else
854,854,External,Crimeware
855,855,Internal,Miscellaneous Errors
856,856,External Internal,Miscellaneous Errors
857,857,Unknown,Everything Else
858,858,External Internal,Privilege Misuse
859,859,External,Everything Else
860,860,External,Everything Else
861,861,Internal,Miscellaneous Errors
862,862,External,Lost and Stolen Assets
863,863,External,Everything Else
864,864,External,Everything Else
865,865,Internal,Miscellaneous Errors
866,866,Unknown,Lost and Stolen Assets
867,867,External,Lost and Stolen Assets
868,868,Internal,Privilege Misuse
869,869,Partner,Privilege Misuse
870,870,External,Web Applications
871,871,Internal,Miscellaneous Errors
872,872,External,Web Applications
873,873,External,Lost and Stolen Assets
874,874,Internal,Miscellaneous Errors
875,875,External,Everything Else
876,876,External,Lost and Stolen Assets
877,877,External,Everything Else
878,878,Internal,Miscellaneous Errors
879,879,External,Web Applications
880,880,Internal,Privilege Misuse
881,881,External,Crimeware
882,882,External,Point of Sale
883,883,External,Payment Card Skimmers
884,884,External,Payment Card Skimmers
885,885,External,Web Applications
886,886,External,Lost and Stolen Assets
887,887,Unknown,Everything Else
888,888,Internal,Privilege Misuse
889,889,Internal,Privilege Misuse
890,890,Unknown,Everything Else
891,891,External,Lost and Stolen Assets
892,892,External Internal Partner,Miscellaneous Errors
893,893,External,Web Applications
894,894,External,Payment Card Skimmers
895,895,External Unknown,Miscellaneous Errors
896,896,External,Cyber-Espionage
897,897,External,Crimeware
898,898,Internal,Miscellaneous Errors
899,899,Internal,Privilege Misuse
900,900,Internal,Miscellaneous Errors
901,901,Internal,Miscellaneous Errors
902,902,External,Web Applications
903,903,Internal,Miscellaneous Errors
904,904,External,Lost and Stolen Assets
905,905,Internal,Privilege Misuse
906,906,Internal,Privilege Misuse
907,907,Internal,Privilege Misuse
908,908,External,Lost and Stolen Assets
909,909,Internal,Privilege Misuse
910,910,Internal,Privilege Misuse
911,911,Partner,Lost and Stolen Assets
912,912,Internal,Lost and Stolen Assets
913,913,Internal,Privilege Misuse
914,914,Internal,Privilege Misuse
915,915,Internal,Miscellaneous Errors
916,916,External,Web Applications
917,917,Internal,Miscellaneous Errors
918,918,External,Crimeware
919,919,External,Everything Else
920,920,Internal,Privilege Misuse
921,921,Internal,Privilege Misuse
922,922,External,Everything Else
923,923,External,Point of Sale
924,924,External,Web Applications
925,925,External,Everything Else
926,926,External,Lost and Stolen Assets
927,927,External,Everything Else
928,928,External,Lost and Stolen Assets
929,929,Internal,Miscellaneous Errors
930,930,Internal,Miscellaneous Errors
931,931,Internal,Miscellaneous Errors
932,932,External,Cyber-Espionage
933,933,External,Lost and Stolen Assets
934,934,External,Lost and Stolen Assets
935,935,External,Web Applications
936,936,Internal,Privilege Misuse
937,937,External,Web Applications
938,938,Internal,Privilege Misuse
939,939,External,Web Applications
940,940,External,Everything Else
941,941,External,Everything Else
942,942,Internal,Miscellaneous Errors
943,943,External,Cyber-Espionage
944,944,External,Denial of Service
945,945,External,Lost and Stolen Assets
946,946,External,Payment Card Skimmers
947,947,Partner,Lost and Stolen Assets
948,948,External,Lost and Stolen Assets
949,949,Internal,Miscellaneous Errors
950,950,Internal,Privilege Misuse
951,951,Internal,Privilege Misuse
952,952,Internal,Miscellaneous Errors
953,953,External,Lost and Stolen Assets
954,954,Internal,Privilege Misuse
955,955,Internal,Miscellaneous Errors
956,956,External,Web Applications
957,957,Internal,Miscellaneous Errors
958,958,External,Lost and Stolen Assets
959,959,Internal,Lost and Stolen Assets
960,960,Internal,Miscellaneous Errors
961,961,External,Everything Else
962,962,External,Everything Else
963,963,Internal,Privilege Misuse
964,964,External,Everything Else
965,965,Internal,Miscellaneous Errors
966,966,External,Web Applications
967,967,Internal,Miscellaneous Errors
968,968,External,Everything Else
969,969,Internal,Miscellaneous Errors
970,970,Internal,Privilege Misuse
971,971,External,Crimeware
972,972,Internal,Miscellaneous Errors
973,973,External,Web Applications
974,974,External,Cyber-Espionage
975,975,Internal,Miscellaneous Errors
976,976,External,Web Applications
977,977,External,Web Applications
978,978,External,Everything Else
979,979,External,Web Applications
980,980,External,Crimeware
981,981,External,Payment Card Skimmers
982,982,External,Lost and Stolen Assets
983,983,External,Lost and Stolen Assets
984,984,External,Denial of Service
985,985,Partner,Miscellaneous Errors
986,986,Internal,Miscellaneous Errors
987,987,External,Everything Else
988,988,External,Point of Sale
989,989,External,Cyber-Espionage
990,990,External,Miscellaneous Errors
991,991,Internal,Lost and Stolen Assets
992,992,Internal,Miscellaneous Errors
993,993,Internal,Lost and Stolen Assets
994,994,External,Denial of Service
995,995,Internal,Miscellaneous Errors
996,996,External,Lost and Stolen Assets
997,997,Internal,Privilege Misuse
998,998,External,Web Applications
999,999,External,Web Applications
1000,1000,External,Web Applications
1001,1001,External,Payment Card Skimmers
1002,1002,Partner,Miscellaneous Errors
1003,1003,Internal,Privilege Misuse
1004,1004,Internal,Miscellaneous Errors
1005,1005,External,Everything Else
1006,1006,External,Everything Else
1007,1007,External,Everything Else
1008,1008,Internal,Miscellaneous Errors
1009,1009,External,Lost and Stolen Assets
1010,1010,Internal,Miscellaneous Errors
1011,1011,External,Web Applications
1012,1012,Internal,Lost and Stolen Assets
1013,1013,External,Cyber-Espionage
1014,1014,External,Payment Card Skimmers
1015,1015,Internal,Miscellaneous Errors
1016,1016,External,Cyber-Espionage
1017,1017,External,Everything Else
1018,1018,Internal,Miscellaneous Errors
1019,1019,Internal,Privilege Misuse
1020,1020,Internal,Privilege Misuse
1021,1021,External,Everything Else
1022,1022,External,Web Applications
1023,1023,Unknown,Everything Else
1024,1024,Internal,Privilege Misuse
1025,1025,Internal,Privilege Misuse
1026,1026,External,Everything Else
1027,1027,External,Lost and Stolen Assets
1028,1028,External,Everything Else
1029,1029,Internal,Miscellaneous Errors
1030,1030,External,Payment Card Skimmers
1031,1031,Unknown,Lost and Stolen Assets
1032,1032,Internal,Miscellaneous Errors
1033,1033,Internal,Miscellaneous Errors
1034,1034,External Internal,Lost and Stolen Assets
1035,1035,Internal,Privilege Misuse
1036,1036,External,Payment Card Skimmers
1037,1037,External,Cyber-Espionage
1038,1038,Internal,Privilege Misuse
1039,1039,External,Payment Card Skimmers
1040,1040,External,Web Applications
1041,1041,Internal,Privilege Misuse
1042,1042,External,Lost and Stolen Assets
1043,1043,External,Payment Card Skimmers
1044,1044,Internal,Lost and Stolen Assets
1045,1045,External,Web Applications
1046,1046,External,Web Applications
1047,1047,External,Web Applications
1048,1048,External,Everything Else
1049,1049,Internal,Lost and Stolen Assets
1050,1050,External,Web Applications
1051,1051,Internal,Lost and Stolen Assets
1052,1052,Internal,Privilege Misuse
1053,1053,External Internal,Privilege Misuse
1054,1054,Internal,Miscellaneous Errors
1055,1055,Internal,Miscellaneous Errors
1056,1056,External,Lost and Stolen Assets
1057,1057,External,Crimeware
1058,1058,External,Web Applications
1059,1059,External,Crimeware
1060,1060,Internal,Privilege Misuse
1061,1061,Internal,Privilege Misuse
1062,1062,External,Everything Else
1063,1063,External,Lost and Stolen Assets
1064,1064,External,Web Applications
1065,1065,Internal,Privilege Misuse
1066,1066,Internal,Lost and Stolen Assets
1067,1067,Internal Partner,Lost and Stolen Assets
1068,1068,External,Payment Card Skimmers
1069,1069,Internal,Miscellaneous Errors
1070,1070,External,Web Applications
1071,1071,External,Payment Card Skimmers
1072,1072,External,Lost and Stolen Assets
1073,1073,Internal,Lost and Stolen Assets
1074,1074,External,Everything Else
1075,1075,Internal,Miscellaneous Errors
1076,1076,Internal,Privilege Misuse
1077,1077,External,Web Applications
1078,1078,Internal,Privilege Misuse
1079,1079,Internal,Privilege Misuse
1080,1080,Internal,Miscellaneous Errors
1081,1081,External,Lost and Stolen Assets
1082,1082,External,Everything Else
1083,1083,External,Crimeware
1084,1084,Internal,Privilege Misuse
1085,1085,External,Web Applications
1086,1086,Internal,Miscellaneous Errors
1087,1087,External,Cyber-Espionage
1088,1088,Internal,Miscellaneous Errors
1089,1089,External,Lost and Stolen Assets
1090,1090,External,Privilege Misuse
1091,1091,Internal,Miscellaneous Errors
1092,1092,Internal,Miscellaneous Errors
1093,1093,External,Everything Else
1094,1094,External,Web Applications
1095,1095,Internal,Miscellaneous Errors
1096,1096,Internal,Miscellaneous Errors
1097,1097,External,Web Applications
1098,1098,External,Lost and Stolen Assets
1099,1099,Internal,Privilege Misuse
1100,1100,Internal,Lost and Stolen Assets
1101,1101,Partner,Miscellaneous Errors
1102,1102,External,Payment Card Skimmers
1103,1103,External,Lost and Stolen Assets
1104,1104,Internal,Miscellaneous Errors
1105,1105,External,Crimeware
1106,1106,External,Web Applications
1107,1107,External,Cyber-Espionage
1108,1108,External Internal,Privilege Misuse
1109,1109,External,Web Applications
1110,1110,Internal,Privilege Misuse
1111,1111,Internal,Privilege Misuse
1112,1112,Internal,Payment Card Skimmers
1113,1113,External,Payment Card Skimmers
1114,1114,Internal,Privilege Misuse
1115,1115,External,Lost and Stolen Assets
1116,1116,Internal,Miscellaneous Errors
1117,1117,Partner,Lost and Stolen Assets
1118,1118,Internal,Privilege Misuse
1119,1119,Internal,Miscellaneous Errors
1120,1120,Internal,Everything Else
1121,1121,External,Payment Card Skimmers
1122,1122,External,Crimeware
1123,1123,Internal,Lost and Stolen Assets
1124,1124,Internal,Miscellaneous Errors
1125,1125,Internal,Privilege Misuse
1126,1126,External Internal,Cyber-Espionage
1127,1127,Internal,Miscellaneous Errors
1128,1128,Internal,Everything Else
1129,1129,Internal,Privilege Misuse
1130,1130,External Internal,Privilege Misuse
1131,1131,External Internal,Privilege Misuse
1132,1132,Internal,Miscellaneous Errors
1133,1133,Internal,Privilege Misuse
1134,1134,Internal,Privilege Misuse
1135,1135,External,Denial of Service
1136,1136,Internal,Lost and Stolen Assets
1137,1137,Internal,Miscellaneous Errors
1138,1138,External,Everything Else
1139,1139,Internal,Miscellaneous Errors
1140,1140,External,Lost and Stolen Assets
1141,1141,External,Everything Else
1142,1142,External,Lost and Stolen Assets
1143,1143,Internal,Lost and Stolen Assets
1144,1144,External,Lost and Stolen Assets
1145,1145,External,Cyber-Espionage
1146,1146,Internal,Privilege Misuse
1147,1147,External,Everything Else
1148,1148,External,Cyber-Espionage
1149,1149,External,Web Applications
1150,1150,Internal,Lost and Stolen Assets
1151,1151,External,Miscellaneous Errors
1152,1152,Internal,Privilege Misuse
1153,1153,External,Denial of Service
1154,1154,Internal,Miscellaneous Errors
1155,1155,External,Cyber-Espionage
1156,1156,Internal,Miscellaneous Errors
1157,1157,External,Crimeware
1158,1158,Internal,Privilege Misuse
1159,1159,External,Payment Card Skimmers
1160,1160,Internal,Miscellaneous Errors
1161,1161,External,Web Applications
1162,1162,Unknown,Everything Else
1163,1163,Internal,Miscellaneous Errors
1164,1164,External,Web Applications
1165,1165,Internal,Lost and Stolen Assets
1166,1166,Internal,Privilege Misuse
1167,1167,External Internal,Miscellaneous Errors
1168,1168,External,Lost and Stolen Assets
1169,1169,External,Lost and Stolen Assets
1170,1170,Internal,Miscellaneous Errors
1171,1171,External,Lost and Stolen Assets
1172,1172,External,Payment Card Skimmers
1173,1173,Internal,Privilege Misuse
1174,1174,Internal,Privilege Misuse
1175,1175,Partner,Miscellaneous Errors
1176,1176,External,Web Applications
1177,1177,External,Lost and Stolen Assets
1178,1178,Internal,Miscellaneous Errors
1179,1179,Internal,Privilege Misuse
1180,1180,External,Everything Else
1181,1181,External,Web Applications
1182,1182,Internal,Privilege Misuse
1183,1183,Partner,Miscellaneous Errors
1184,1184,External,Web Applications
1185,1185,External,Denial of Service
1186,1186,Unknown,Everything Else
1187,1187,Internal,Miscellaneous Errors
1188,1188,External,Lost and Stolen Assets
1189,1189,External,Lost and Stolen Assets
1190,1190,External Internal,Everything Else
1191,1191,External,Web Applications
1192,1192,Partner,Miscellaneous Errors
1193,1193,Unknown,Everything Else
1194,1194,External,Cyber-Espionage
1195,1195,External,Everything Else
1196,1196,Internal,Lost and Stolen Assets
1197,1197,Internal,Privilege Misuse
1198,1198,Internal,Privilege Misuse
1199,1199,External Internal,Web Applications
1200,1200,External Internal,Lost and Stolen Assets
1201,1201,Internal,Miscellaneous Errors
1202,1202,External,Lost and Stolen Assets
1203,1203,Internal,Miscellaneous Errors
1204,1204,Internal,Privilege Misuse
1205,1205,Internal,Miscellaneous Errors
1206,1206,External,Crimeware
1207,1207,Partner,Miscellaneous Errors
1208,1208,External,Lost and Stolen Assets
1209,1209,External,Everything Else
1210,1210,External,Payment Card Skimmers
1211,1211,External,Everything Else
1212,1212,External,Cyber-Espionage
1213,1213,External,Lost and Stolen Assets
1214,1214,External,Crimeware
1215,1215,External,Web Applications
1216,1216,External,Web Applications
1217,1217,Internal,Miscellaneous Errors
1218,1218,Internal,Miscellaneous Errors
1219,1219,External,Everything Else
1220,1220,Internal,Miscellaneous Errors
1221,1221,External Internal Partner,Privilege Misuse
1222,1222,External,Payment Card Skimmers
1223,1223,External,Everything Else
1224,1224,Internal,Miscellaneous Errors
1225,1225,Internal,Privilege Misuse
1226,1226,External,Lost and Stolen Assets
1227,1227,Internal,Miscellaneous Errors
1228,1228,Internal,Miscellaneous Errors
1229,1229,External,Everything Else
1230,1230,Internal,Miscellaneous Errors
1231,1231,Partner,Miscellaneous Errors
1232,1232,Internal,Privilege Misuse
1233,1233,External,Everything Else
1234,1234,External,Lost and Stolen Assets
1235,1235,Internal,Lost and Stolen Assets
